"Model_Year";"Make";"Model";"Electric_Vehicle_Type";"Clean_Alternative_Fuel_Vehicle";"Electric_Range";"DOL_Vehicle_ID"
2017;"TOYOTA";"PRIUS PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;175302473
2022;"BMW";"X5";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";30;187010302
2019;"HONDA";"CLARITY";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";47;478573931
2019;"PORSCHE";"CAYENNE";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";13;9480845
2018;"TESLA";"MODEL X";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";238;185434224
2013;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";38;476841879
2013;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";75;135986539
2014;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";38;268828864
2013;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";75;148952828
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";322;110270149
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;477344234
2020;"KIA";"NIRO";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";26;166789304
2017;"CHEVROLET";"BOLT EV";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";238;107903981
2020;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;128672400
2017;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;140041268
2018;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;477670994
2022;"JEEP";"WRANGLER";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";21;208150960
2018;"FORD";"FUSION";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";21;311838852
2023;"VOLVO";"XC90";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";32;241406882
2020;"AUDI";"Q5 E";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";20;209481548
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;6413319
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;165895208
2020;"CHEVROLET";"BOLT EV";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";259;100692014
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;107236958
2017;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;184901937
2017;"TOYOTA";"PRIUS PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;189700780
2018;"TESLA";"MODEL X";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";238;476145596
2017;"CHEVROLET";"BOLT EV";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";238;474573697
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;203670015
2011;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";73;177297928
2019;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";150;103028600
2022;"BMW";"330E";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";22;212137152
2018;"TESLA";"MODEL X";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";238;156668368
2019;"AUDI";"E-TRON";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";204;219343869
2022;"VOLVO";"XC60";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";35;199354697
2015;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;216668588
2023;"TOYOTA";"RAV4 PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";42;240432258
2020;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;142193558
2020;"VOLVO";"XC60";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";18;209297588
2014;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;289423739
2013;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";75;177415339
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";266;125887611
2016;"FORD";"FUSION";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";19;229025289
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";266;9131888
2012;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";73;241359058
2021;"AUDI";"E-TRON";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";222;144701917
2020;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";149;144053640
2018;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";151;349296062
2017;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";107;132513048
2015;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;241366520
2018;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;475284722
2016;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;304666428
2017;"BMW";"I3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";81;273772439
2018;"TOYOTA";"PRIUS PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;474778041
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;328006906
2020;"CHEVROLET";"BOLT EV";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";259;138129967
2023;"BMW";"X5";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";30;218160869
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;107529859
2016;"BMW";"I3";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";72;196457922
2015;"FORD";"FUSION";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";19;229247847
2017;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;196794090
2013;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";75;138203369
2013;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";208;256794744
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;478364225
2020;"TESLA";"MODEL X";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";293;113275697
2013;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";75;244377829
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";322;2128178
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;223649765
2022;"VOLVO";"S60";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";22;192705705
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;152334115
2022;"JEEP";"WRANGLER";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";21;192469147
2010;"TESLA";"ROADSTER";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";245;267463178
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;175568046
2013;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";75;110283596
2017;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";210;200897287
2018;"CHRYSLER";"PACIFICA";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";33;350477298
2012;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";73;103185806
2023;"KIA";"NIRO";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";33;226137166
2014;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;136232827
2015;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";208;477726035
2019;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";150;112961369
2013;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";38;220689591
2015;"FORD";"FUSION";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";19;135558734
2017;"PORSCHE";"CAYENNE";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";14;152573676
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;477655860
2016;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;213639933
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;349579947
2022;"TOYOTA";"PRIUS PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;187549491
2016;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;117655261
2013;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";75;176817364
2018;"BMW";"X5";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";13;218857684
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;203457243
2014;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";208;234871829
2016;"BMW";"I3";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";72;261036002
2021;"JEEP";"WRANGLER";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;194474689
2017;"CHEVROLET";"BOLT EV";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";238;208295034
2023;"BMW";"X5";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";30;219042862
2018;"CHRYSLER";"PACIFICA";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";33;216929401
2019;"TESLA";"MODEL X";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";289;325322567
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;474571408
2022;"VOLVO";"XC90";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";35;209732855
2017;"AUDI";"A3";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";16;7627077
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";322;104607275
2017;"FORD";"FUSION";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";21;227275464
2013;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";75;476778004
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;224576999
2015;"VOLKSWAGEN";"E-GOLF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";83;249098146
2020;"KIA";"NIRO";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";239;194136309
2023;"BMW";"330E";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";20;224582039
2019;"SUBARU";"CROSSTREK";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";17;476993156
2021;"MINI";"HARDTOP";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";110;124684318
2016;"SMART";"FORTWO";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";68;270834588
2017;"FORD";"C-MAX";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";20;132324286
2016;"FORD";"C-MAX";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";19;477324732
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";322;122187705
2020;"AUDI";"Q5 E";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";20;123099798
2017;"TOYOTA";"PRIUS PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;165139775
2015;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";208;144166788
2018;"BMW";"I3";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";97;169379556
2019;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";150;232903177
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;136775411
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";322;107559343
2019;"CHEVROLET";"BOLT EV";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";238;256919449
2020;"KIA";"OPTIMA";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";28;320814840
2017;"CHEVROLET";"BOLT EV";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";238;348337776
2017;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";210;137247036
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;442531064
2015;"FORD";"FUSION";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";19;227270396
2017;"TESLA";"MODEL X";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";200;197302976
2018;"AUDI";"A3";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";16;244014333
2023;"JEEP";"WRANGLER";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";21;220873985
2011;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";73;207893304
2018;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";151;226055938
2018;"TOYOTA";"PRIUS PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;303626011
2017;"BMW";"330E";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";14;256615488
2019;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";150;4768963
2016;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;201127426
2017;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";210;235285592
2013;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";75;143792554
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;177937154
2022;"HYUNDAI";"SANTA FE";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";31;185439516
2022;"TOYOTA";"RAV4 PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";42;218770940
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;172197126
2020;"AUDI";"Q5 E";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";20;135229706
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;127327315
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;169831770
2014;"FORD";"FUSION";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";19;275903911
2019;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";150;476938472
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";266;132658865
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;476323746
2011;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";73;276207221
2022;"KIA";"SORENTO";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";32;199165179
2014;"FORD";"FUSION";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";19;348185365
2013;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";75;189129230
2017;"FORD";"C-MAX";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";20;141807025
2013;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";75;166701979
2022;"JEEP";"WRANGLER";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";22;214710646
2023;"VOLVO";"XC60";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";35;241474040
2015;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";208;169195309
2021;"BMW";"X5";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";30;132433542
2019;"CHEVROLET";"BOLT EV";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";238;166130807
2020;"TOYOTA";"PRIUS PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;202851288
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;231134116
2017;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";107;100530440
2017;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;4864394
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;124372475
2016;"BMW";"X5";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";14;208827251
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;131430351
2020;"KIA";"NIRO";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";239;120625872
2014;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";208;178368795
2017;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;117693012
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;282835143
2017;"MERCEDES-BENZ";"B-CLASS";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";87;180632266
2018;"KIA";"NIRO";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";26;171615685
2017;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";210;326683857
2016;"FORD";"FUSION";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";19;176706890
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;476175976
2018;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;147043508
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;477388726
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;109783075
